wave length	n	k	Energy	WL	-delta	beta		WL			Energy		Energy	beta	Energy	beta		Energy	delta	beta
								0.1013671610784	-0.208223376742169	0.844446753484337	12.2311800666991				12.2311800666991	0.844446753484337		54.52045	0.14871	0.18301
								0.10137954708	-0.208260683975904	0.844521367951807	12.229685727651				12.229685727651	0.844521367951807		54.55017	0.14857	0.1829
								0.1013919330816	-0.208297991209639	0.844595982419277	12.2281917536988				12.2281917536988	0.844595982419277		54.57991	0.14844	0.18279
								0.1014043190832	-0.208335298443374	0.844670596886747	12.2266981447086				12.2266981447086	0.844670596886747		54.60969	0.1483	0.18269
								0.1014167050848	-0.208372605677108	0.844745211354217	12.2252049005467				12.2252049005467	0.844745211354217		54.63949	0.14816	0.18258
								0.1014290910864	-0.208409912910843	0.844819825821687	12.2237120210795				12.2237120210795	0.844819825821687		54.66934	0.14803	0.18247
								0.101441477088	-0.208447220144578	0.844894440289157	12.2222195061734				12.2222195061734	0.844894440289157		54.69921	0.14789	0.18237
								0.1014538630896	-0.208484527378313	0.844969054756626	12.2207273556949				12.2207273556949	0.844969054756626		54.72912	0.14776	0.18226
								0.1014662490912	-0.208521834612048	0.845043669224096	12.2192355695105				12.2192355695105	0.845043669224096		54.75905	0.14762	0.18216
								0.1014786350928	-0.208559141845783	0.845118283691566	12.2177441474867				12.2177441474867	0.845118283691566		54.78903	0.1475	0.18206
								0.1014910210944	-0.208596449079518	0.845192898159036	12.2162530894904				12.2162530894904	0.845192898159036		54.81903	0.14741	0.18199
								0.101503407096	-0.208633756313253	0.845267512626506	12.2147623953882				12.2147623953882	0.845267512626506		54.84907	0.14731	0.18191
								0.1015157930976	-0.208671063546988	0.845342127093976	12.2132720650469				12.2132720650469	0.845342127093976		54.87914	0.14722	0.18184
								0.1015281790992	-0.208708370780723	0.845416741561446	12.2117820983334				12.2117820983334	0.845416741561446		54.90924	0.14713	0.18177
								0.1015405651008	-0.208745678014458	0.845491356028916	12.2102924951147				12.2102924951147	0.845491356028916		54.93938	0.14703	0.18169
								0.1015529511024	-0.208782985248193	0.845565970496385	12.2088032552576				12.2088032552576	0.845565970496385		54.96955	0.14694	0.18162
								0.101565337104	-0.208820292481928	0.845640584963855	12.2073143786294				12.2073143786294	0.845640584963855		54.99975	0.14685	0.18155
								0.1015777231056	-0.208857599715663	0.845715199431325	12.2058258650971				12.2058258650971	0.845715199431325		55.02999	0.14675	0.18147
								0.1015901091072	-0.208894906949398	0.845789813898795	12.2043377145279				12.2043377145279	0.845789813898795		55.06026	0.14666	0.1814
								0.1016024951088	-0.208932214183133	0.845864428366265	12.202849926789				12.202849926789	0.845864428366265		55.09056	0.14657	0.18133
								0.1016148811104	-0.208969521416867	0.845939042833735	12.2013625017478				12.2013625017478	0.845939042833735		55.1209	0.14648	0.18126
								0.101627267112	-0.209006828650602	0.846013657301205	12.1998754392718				12.1998754392718	0.846013657301205		55.15127	0.14638	0.18118
								0.1016396531136	-0.209044135884337	0.846088271768675	12.1983887392282				12.1983887392282	0.846088271768675		55.18167	0.14629	0.18111
								0.1016520391152	-0.209081443118072	0.846162886236145	12.1969024014847				12.1969024014847	0.846162886236145		55.21211	0.1462	0.18104
								0.1016644251168	-0.209118750351807	0.846237500703614	12.1954164259088				12.1954164259088	0.846237500703614		55.24258	0.1461	0.18096
								0.1016768111184	-0.209156057585542	0.846312115171084	12.1939308123682				12.1939308123682	0.846312115171084		55.27308	0.14601	0.18089
								0.10168919712	-0.209193364819277	0.846386729638554	12.1924455607306				12.1924455607306	0.846386729638554		55.30362	0.14592	0.18082
								0.1017015831216	-0.209230672053012	0.846461344106024	12.1909606708637				12.1909606708637	0.846461344106024		55.33419	0.14582	0.18074
								0.1017139691232	-0.209267979286747	0.846535958573494	12.1894761426354				12.1894761426354	0.846535958573494		55.36479	0.14573	0.18067
								0.1017263551248	-0.209305286520482	0.846610573040964	12.1879919759136				12.1879919759136	0.846610573040964		55.39543	0.14564	0.1806
								0.1017387411264	-0.209342593754217	0.846685187508434	12.1865081705663				12.1865081705663	0.846685187508434		55.4261	0.14554	0.18053
								0.101751127128	-0.209379900987952	0.846759801975904	12.1850247264614				12.1850247264614	0.846759801975904		55.45681	0.14545	0.18045
								0.1017635131296	-0.209417208221687	0.846834416443373	12.1835416434672				12.1835416434672	0.846834416443373		55.48755	0.14536	0.18038
								0.1017758991312	-0.209454515455422	0.846909030910843	12.1820589214517				12.1820589214517	0.846909030910843		55.51833	0.14527	0.18031
								0.1017882851328	-0.209491822689157	0.846983645378313	12.1805765602831				12.1805765602831	0.846983645378313		55.54914	0.14517	0.18023
								0.1018006711344	-0.209529129922892	0.847058259845783	12.1790945598299				12.1790945598299	0.847058259845783		55.57998	0.14508	0.18016
								0.101813057136	-0.209566437156626	0.847132874313253	12.1776129199602				12.1776129199602	0.847132874313253		55.61086	0.14499	0.18009
								0.1018254431376	-0.209603744390361	0.847207488780723	12.1761316405426				12.1761316405426	0.847207488780723		55.64177	0.14489	0.18001
								0.1018378291392	-0.209641051624096	0.847282103248193	12.1746507214455				12.1746507214455	0.847282103248193		55.67272	0.14481	0.17994
								0.1018502151408	-0.209678358857831	0.847356717715663	12.1731701625374				12.1731701625374	0.847356717715663		55.7037	0.14474	0.17987
								0.1018626011424	-0.209715666091566	0.847431332183132	12.171689963687				12.171689963687	0.847431332183132		55.73471	0.14468	0.1798
								0.101874987144	-0.209752973325301	0.847505946650602	12.1702101247629				12.1702101247629	0.847505946650602		55.76576	0.14461	0.17972
								0.1018873731456	-0.209790280559036	0.847580561118072	12.1687306456339				12.1687306456339	0.847580561118072		55.79685	0.14455	0.17965
								0.1018997591472	-0.209827587792771	0.847655175585542	12.1672515261688				12.1672515261688	0.847655175585542		55.82797	0.14448	0.17958
								0.1019121451488	-0.209864895026506	0.847729790053012	12.1657727662364				12.1657727662364	0.847729790053012		55.85912	0.14441	0.1795
								0.1019245311504	-0.209902202260241	0.847804404520482	12.1642943657056				12.1642943657056	0.847804404520482		55.89031	0.14435	0.17943
								0.101936917152	-0.209939509493976	0.847879018987952	12.1628163244456				12.1628163244456	0.847879018987952		55.92153	0.14428	0.17936
								0.1019493031536	-0.209976816727711	0.847953633455422	12.1613386423252				12.1613386423252	0.847953633455422		55.95279	0.14422	0.17928
								0.1019616891552	-0.210013845930709	0.848023076551181	12.1598613192136				12.1598613192136	0.848023076551181		55.98408	0.14415	0.17921
								0.1019740751568	-0.210050418770079	0.848084031283465	12.1583843549801				12.1583843549801	0.848084031283465		56.01541	0.14409	0.17914
								0.1019864611584	-0.210086991609449	0.848144986015748	12.1569077494938				12.1569077494938	0.848144986015748		56.04677	0.14402	0.17906
								0.10199884716	-0.210123564448819	0.848205940748031	12.1554315026241				12.1554315026241	0.848205940748031		56.07817	0.14396	0.17899
								0.1020112331616	-0.210160137288189	0.848266895480315	12.1539556142403				12.1539556142403	0.848266895480315		56.10961	0.14389	0.17892
								0.1020236191632	-0.210196710127559	0.848327850212598	12.1524800842118				12.1524800842118	0.848327850212598		56.14108	0.14383	0.17884
								0.1020360051648	-0.210233282966929	0.848388804944882	12.1510049124083				12.1510049124083	0.848388804944882		56.17258	0.14376	0.17877
								0.1020483911664	-0.210269855806299	0.848449759677165	12.1495300986991				12.1495300986991	0.848449759677165		56.20412	0.1437	0.1787
								0.102060777168	-0.210306428645669	0.848510714409449	12.1480556429541				12.1480556429541	0.848510714409449		56.2357	0.14363	0.17862
								0.1020731631696	-0.210343001485039	0.848571669141732	12.1465815450427				12.1465815450427	0.848571669141732		56.26731	0.14357	0.17855
								0.1020855491712	-0.210379574324409	0.848632623874016	12.1451078048349				12.1451078048349	0.848632623874016		56.29895	0.1435	0.17848
								0.1020979351728	-0.210416147163779	0.848693578606299	12.1436344222004				12.1436344222004	0.848693578606299		56.33063	0.14344	0.1784
								0.1021103211744	-0.21045272000315	0.848754533338583	12.1421613970091				12.1421613970091	0.848754533338583		56.36235	0.14337	0.17833
								0.102122707176	-0.21048929284252	0.848815488070866	12.1406887291309				12.1406887291309	0.848815488070866		56.3941	0.14331	0.17826
								0.1021350931776	-0.21052586568189	0.84887644280315	12.1392164184359				12.1392164184359	0.84887644280315		56.42589	0.14324	0.17818
								0.1021474791792	-0.21056243852126	0.848937397535433	12.1377444647941				12.1377444647941	0.848937397535433		56.45772	0.14318	0.17811
								0.1021598651808	-0.21059901136063	0.848998352267716	12.1362728680756				12.1362728680756	0.848998352267716		56.48958	0.14311	0.17804
								0.1021722511824	-0.2106355842	0.849059307	12.1348016281506				12.1348016281506	0.849059307		56.52148	0.14305	0.17796
								0.102184637184	-0.21067215703937	0.849120261732283	12.1333307448894				12.1333307448894	0.849120261732283		56.55341	0.14298	0.17789
								0.1021970231856	-0.21070872987874	0.849181216464567	12.1318602181624				12.1318602181624	0.849181216464567		56.58538	0.14293	0.17782
								0.1022094091872	-0.21074530271811	0.84924217119685	12.1303900478398				12.1303900478398	0.84924217119685		56.61738	0.14289	0.17774
								0.1022217951888	-0.21078187555748	0.849303125929134	12.1289202337922				12.1289202337922	0.849303125929134		56.64942	0.14285	0.17767
								0.1022341811904	-0.21081844839685	0.849364080661417	12.12745077589				12.12745077589	0.849364080661417		56.6815	0.1428	0.1776
								0.102246567192	-0.21085502123622	0.849425035393701	12.1259816740039				12.1259816740039	0.849425035393701		56.71362	0.14276	0.17752
								0.1022589531936	-0.210891594075591	0.849485990125984	12.1245129280044				12.1245129280044	0.849485990125984		56.74577	0.14272	0.17745
								0.1022713391952	-0.210928166914961	0.849546944858268	12.1230445377623				12.1230445377623	0.849546944858268		56.77795	0.14268	0.17738
								0.1022837251968	-0.210964739754331	0.849607899590551	12.1215765031482				12.1215765031482	0.849607899590551		56.81018	0.14263	0.1773
								0.1022961111984	-0.211001312593701	0.849668854322835	12.1201088240331				12.1201088240331	0.849668854322835		56.84244	0.14259	0.17723
								0.1023084972	-0.211037885433071	0.849729809055118	12.1186415002878				12.1186415002878	0.849729809055118		56.87473	0.14255	0.17715
								0.1023208832016	-0.211074458272441	0.849790763787402	12.1171745317833				12.1171745317833	0.849790763787402		56.90707	0.14251	0.17708
								0.1023332692032	-0.211111031111811	0.849851718519685	12.1157079183905				12.1157079183905	0.849851718519685		56.93944	0.14247	0.17701
								0.1023456552048	-0.211147603951181	0.849912673251968	12.1142416599806				12.1142416599806	0.849912673251968		56.97184	0.14242	0.17693
								0.1023580412064	-0.211184176790551	0.849973627984252	12.1127757564247				12.1127757564247	0.849973627984252		57.00429	0.14238	0.17686
								0.102370427208	-0.211220749629921	0.850034582716535	12.1113102075939				12.1113102075939	0.850034582716535		57.03677	0.14234	0.17679
								0.1023828132096	-0.211257322469291	0.850095537448819	12.1098450133596				12.1098450133596	0.850095537448819		57.06929	0.1423	0.17671
								0.1023951992112	-0.211293895308661	0.850156492181102	12.108380173593				12.108380173593	0.850156492181102		57.10184	0.14226	0.17664
								0.1024075852128	-0.211330468148031	0.850217446913386	12.1069156881656				12.1069156881656	0.850217446913386		57.13443	0.14221	0.17657
								0.1024199712144	-0.211367040987402	0.850278401645669	12.1054515569487				12.1054515569487	0.850278401645669		57.16706	0.14217	0.17649
								0.102432357216	-0.211403613826772	0.850339356377953	12.1039877798139				12.1039877798139	0.850339356377953		57.19973	0.14213	0.17642
								0.1024447432176	-0.211440186666142	0.850400311110236	12.1025243566328				12.1025243566328	0.850400311110236		57.23243	0.14209	0.17635
								0.1024571292192	-0.211476759505512	0.85046126584252	12.101061287277				12.101061287277	0.85046126584252		57.26518	0.14205	0.17627
								0.1024695152208	-0.211513332344882	0.850522220574803	12.0995985716182				12.0995985716182	0.850522220574803		57.29795	0.142	0.1762
								0.1024819012224	-0.211549905184252	0.850583175307087	12.0981362095281				12.0981362095281	0.850583175307087		57.33077	0.14196	0.17612
								0.102494287224	-0.211586478023622	0.85064413003937	12.0966742008786				12.0966742008786	0.85064413003937		57.36363	0.14192	0.17605
								0.1025066732256	-0.211623050862992	0.850705084771654	12.0952125455415				12.0952125455415	0.850705084771654		57.39652	0.14188	0.17598
								0.1025190592272	-0.211659623702362	0.850766039503937	12.0937512433888				12.0937512433888	0.850766039503937		57.42945	0.14184	0.1759
								0.1025314452288	-0.211696196541732	0.85082699423622	12.0922902942925				12.0922902942925	0.85082699423622		57.46241	0.14179	0.17583
								0.1025438312304	-0.211732769381102	0.850887948968504	12.0908296981246				12.0908296981246	0.850887948968504		57.49542	0.14176	0.17576
								0.102556217232	-0.211769342220472	0.850948903700787	12.0893694547574				12.0893694547574	0.850948903700787		57.52846	0.14175	0.17568
								0.1025686032336	-0.211805915059843	0.851009858433071	12.0879095640628				12.0879095640628	0.851009858433071		57.56154	0.14174	0.17561
								0.1025809892352	-0.211842487899213	0.851070813165354	12.0864500259134				12.0864500259134	0.851070813165354		57.59466	0.14172	0.17553
								0.1025933752368	-0.211879060738583	0.851131767897638	12.0849908401812				12.0849908401812	0.851131767897638		57.62782	0.14171	0.17546
								0.1026057612384	-0.211915633577953	0.851192722629921	12.0835320067387				12.0835320067387	0.851192722629921		57.66102	0.1417	0.17539
								0.10261814724	-0.211952206417323	0.851253677362205	12.0820735254584				12.0820735254584	0.851253677362205		57.69425	0.14169	0.17531
								0.1026305332416	-0.211988779256693	0.851314632094488	12.0806153962128				12.0806153962128	0.851314632094488		57.72752	0.14167	0.17524
								0.1026429192432	-0.212025352096063	0.851375586826772	12.0791576188743				12.0791576188743	0.851375586826772		57.76083	0.14166	0.17516
								0.1026553052448	-0.212061924935433	0.851436541559055	12.0777001933157				12.0777001933157	0.851436541559055		57.79418	0.14165	0.17509
								0.1026676912464	-0.212098497774803	0.851497496291339	12.0762431194095				12.0762431194095	0.851497496291339		57.82757	0.14164	0.17502
								0.102680077248	-0.212135070614173	0.851558451023622	12.0747863970286				12.0747863970286	0.851558451023622		57.86099	0.14162	0.17494
								0.1026924632496	-0.212171643453543	0.851619405755905	12.0733300260458				12.0733300260458	0.851619405755905		57.89446	0.14161	0.17487
								0.1027048492512	-0.212208216292913	0.851680360488189	12.0718740063339				12.0718740063339	0.851680360488189		57.92796	0.1416	0.1748
								0.1027172352528	-0.212244789132284	0.851741315220472	12.0704183377658				12.0704183377658	0.851741315220472		57.96151	0.14158	0.17472
								0.1027296212544	-0.212281361971654	0.851802269952756	12.0689630202146				12.0689630202146	0.851802269952756		57.99509	0.14157	0.17465
								0.102742007256	-0.212317934811024	0.851863224685039	12.0675080535532				12.0675080535532	0.851863224685039		58.02871	0.14156	0.17457
								0.1027543932576	-0.212354507650394	0.851924179417323	12.0660534376548				12.0660534376548	0.851924179417323		58.06237	0.14155	0.1745
								0.1027667792592	-0.212391080489764	0.851985134149606	12.0645991723926				12.0645991723926	0.851985134149606		58.09606	0.14153	0.17443
								0.1027791652608	-0.212427653329134	0.85204608888189	12.0631452576398				12.0631452576398	0.85204608888189		58.1298	0.14152	0.17435
								0.1027915512624	-0.212464226168504	0.852107043614173	12.0616916932697				12.0616916932697	0.852107043614173		58.16358	0.14151	0.17428
								0.102803937264	-0.212500799007874	0.852167998346457	12.0602384791557				12.0602384791557	0.852167998346457		58.19739	0.14149	0.1742
								0.1028163232656	-0.212537371847244	0.85222895307874	12.0587856151711				12.0587856151711	0.85222895307874		58.23125	0.14148	0.17413
								0.1028287092672	-0.212573944686614	0.852289907811024	12.0573331011895				12.0573331011895	0.852289907811024		58.26514	0.14147	0.17406
								0.1028410952688	-0.212610517525984	0.852350862543307	12.0558809370843				12.0558809370843	0.852350862543307		58.29908	0.14146	0.17398
								0.1028534812704	-0.212647090365354	0.85241181727559	12.0544291227293				12.0544291227293	0.85241181727559		58.33305	0.14144	0.17391
								0.102865867272	-0.212683663204724	0.852472772007874	12.052977657998				12.052977657998	0.852472772007874		58.36706	0.14143	0.17383
								0.1028782532736	-0.212720236044095	0.852533726740157	12.0515265427641				12.0515265427641	0.852533726740157		58.40112	0.14142	0.17376
								0.1028906392752	-0.212756808883465	0.852594681472441	12.0500757769015				12.0500757769015	0.852594681472441		58.43521	0.14144	0.17367
								0.1029030252768	-0.212793381722835	0.852655636204724	12.048625360284				12.048625360284	0.852655636204724		58.46934	0.14148	0.17357
								0.1029154112784	-0.212829954562205	0.852716590937008	12.0471752927855				12.0471752927855	0.852716590937008		58.50352	0.14152	0.17347
								0.10292779728	-0.212866527401575	0.852777545669291	12.04572557428				12.04572557428	0.852777545669291		58.53773	0.14156	0.17337
								0.1029401832816	-0.212903100240945	0.852838500401575	12.0442762046414				12.0442762046414	0.852838500401575		58.57198	0.14161	0.17327
								0.1029525692832	-0.212939673080315	0.852899455133858	12.0428271837439				12.0428271837439	0.852899455133858		58.60627	0.14165	0.17316
								0.1029649552848	-0.212976245919685	0.852960409866142	12.0413785114616				12.0413785114616	0.852960409866142		58.64061	0.14169	0.17306
								0.1029773412864	-0.213008372779942	0.853029304729798	12.0399301876688				12.0399301876688	0.853029304729798		58.67498	0.14173	0.17296
								0.102989727288	-0.21303226092189	0.853112913226615	12.0384822122396				12.0384822122396	0.853112913226615		58.70939	0.14177	0.17286
								0.1030021132896	-0.213056149063838	0.853196521723433	12.0370345850485				12.0370345850485	0.853196521723433		58.74385	0.14181	0.17276
								0.1030144992912	-0.213080037205786	0.853280130220251	12.0355873059698				12.0355873059698	0.853280130220251		58.77834	0.14185	0.17266
								0.1030268852928	-0.213103925347734	0.853363738717068	12.0341403748779				12.0341403748779	0.853363738717068		58.81287	0.14189	0.17256
								0.1030392712944	-0.213127813489682	0.853447347213886	12.0326937916474				12.0326937916474	0.853447347213886		58.84745	0.14193	0.17246
								0.103051657296	-0.21315170163163	0.853530955710704	12.0312475561528				12.0312475561528	0.853530955710704		58.88207	0.14197	0.17236
								0.1030640432976	-0.213175589773578	0.853614564207522	12.0298016682688				12.0298016682688	0.853614564207522		58.91672	0.14201	0.17226
								0.1030764292992	-0.213199477915526	0.853698172704339	12.0283561278701				12.0283561278701	0.853698172704339		58.95142	0.14205	0.17216
								0.1030888153008	-0.213223366057474	0.853781781201157	12.0269109348313				12.0269109348313	0.853781781201157		58.98616	0.1421	0.17206
								0.1031012013024	-0.213247254199422	0.853865389697975	12.0254660890274				12.0254660890274	0.853865389697975		59.02094	0.14214	0.17196
								0.103113587304	-0.213271142341369	0.853948998194793	12.0240215903332				12.0240215903332	0.853948998194793		59.05576	0.14218	0.17185
								0.1031259733056	-0.213295030483317	0.85403260669161	12.0225774386235				12.0225774386235	0.85403260669161		59.09062	0.14222	0.17175
								0.1031383593072	-0.213318918625265	0.854116215188428	12.0211336337735				12.0211336337735	0.854116215188428		59.12552	0.14226	0.17165
								0.1031507453088	-0.213342806767213	0.854199823685246	12.0196901756582				12.0196901756582	0.854199823685246		59.16047	0.1423	0.17155
								0.1031631313104	-0.213366694909161	0.854283432182064	12.0182470641526				12.0182470641526	0.854283432182064		59.19545	0.14234	0.17145
								0.103175517312	-0.213390583051109	0.854367040678881	12.0168042991319				12.0168042991319	0.854367040678881		59.23048	0.14238	0.17135
								0.1031879033136	-0.213414471193057	0.854450649175699	12.0153618804714				12.0153618804714	0.854450649175699		59.26555	0.14242	0.17125
								0.1032002893152	-0.213438359335005	0.854534257672517	12.0139198080464				12.0139198080464	0.854534257672517		59.30066	0.14246	0.17115
								0.1032126753168	-0.213462247476953	0.854617866169335	12.0124780817322				12.0124780817322	0.854617866169335		59.33581	0.1425	0.17105
								0.1032250613184	-0.213486135618901	0.854701474666152	12.0110367014042				12.0110367014042	0.854701474666152		59.371	0.14254	0.17093
								0.10323744732	-0.213510023760849	0.85478508316297	12.0095956669379				12.0095956669379	0.85478508316297		59.40623	0.14256	0.17078
								0.1032498333216	-0.213533911902797	0.854868691659788	12.0081549782088				12.0081549782088	0.854868691659788		59.44151	0.14258	0.17064
								0.1032622193232	-0.213557800044745	0.854952300156606	12.0067146350925				12.0067146350925	0.854952300156606		59.47683	0.1426	0.17049
								0.1032746053248	-0.213581688186692	0.855035908653423	12.0052746374647				12.0052746374647	0.855035908653423		59.51219	0.14262	0.17035
								0.1032869913264	-0.21360557632864	0.855119517150241	12.0038349852011				12.0038349852011	0.855119517150241		59.54759	0.14264	0.1702
								0.103299377328	-0.213629464470588	0.855203125647059	12.0023956781774				12.0023956781774	0.855203125647059		59.58304	0.14266	0.17005
								0.1033117633296	-0.213653352612536	0.855286734143877	12.0009567162694				12.0009567162694	0.855286734143877		59.61852	0.14269	0.16991
								0.1033241493312	-0.213677240754484	0.855370342640694	11.9995180993531				11.9995180993531	0.855370342640694		59.65405	0.14271	0.16976
								0.1033365353328	-0.213701128896432	0.855453951137512	11.9980798273044				11.9980798273044	0.855453951137512		59.68963	0.14273	0.16962
								0.1033489213344	-0.21372501703838	0.85553755963433	11.9966418999994				11.9966418999994	0.85553755963433		59.72524	0.14275	0.16947
								0.103361307336	-0.213748905180328	0.855621168131148	11.9952043173139				11.9952043173139	0.855621168131148		59.7609	0.14277	0.16933
								0.1033736933376	-0.213772793322276	0.855704776627965	11.9937670791243				11.9937670791243	0.855704776627965		59.7966	0.14279	0.16918
								0.1033860793392	-0.213796681464224	0.855788385124783	11.9923301853067				11.9923301853067	0.855788385124783		59.83234	0.14281	0.16903
								0.1033984653408	-0.213820569606172	0.855871993621601	11.9908936357373				11.9908936357373	0.855871993621601		59.86812	0.14284	0.16889
								0.1034108513424	-0.21384445774812	0.855955602118418	11.9894574302924				11.9894574302924	0.855955602118418		59.90395	0.14286	0.16874
								0.103423237344	-0.213868345890068	0.856039210615236	11.9880215688484				11.9880215688484	0.856039210615236		59.93982	0.14288	0.1686
								0.1034356233456	-0.213892234032016	0.856122819112054	11.9865860512817				11.9865860512817	0.856122819112054		59.97573	0.1429	0.16845
								0.1034480093472	-0.213916122173963	0.856206427608872	11.9851508774689				11.9851508774689	0.856206427608872		60.01169	0.14292	0.16831
								0.1034603953488	-0.213940010315911	0.85629003610569	11.9837160472863				11.9837160472863	0.85629003610569		60.04769	0.14294	0.16816
								0.1034727813504	-0.213963898457859	0.856373644602507	11.9822815606107				11.9822815606107	0.856373644602507		60.08373	0.14296	0.16802
								0.103485167352	-0.213987786599807	0.856457253099325	11.9808474173187				11.9808474173187	0.856457253099325		60.11982	0.14299	0.16787
								0.1034975533536	-0.214011674741755	0.856540861596143	11.979413617287				11.979413617287	0.856540861596143		60.15595	0.14301	0.16772
								0.1035099393552	-0.214035562883703	0.85662447009296	11.9779801603923				11.9779801603923	0.85662447009296		60.19212	0.14303	0.16758
								0.1035223253568	-0.214059451025651	0.856708078589778	11.9765470465116				11.9765470465116	0.856708078589778		60.22834	0.14305	0.16743
								0.1035347113584	-0.214083339167599	0.856791687086596	11.9751142755218				11.9751142755218	0.856791687086596		60.2646	0.14307	0.16729
								0.10354709736	-0.214107227309547	0.856875295583414	11.9736818472996				11.9736818472996	0.856875295583414		60.3009	0.14309	0.16714
								0.1035594833616	-0.214131115451495	0.856958904080231	11.9722497617223				11.9722497617223	0.856958904080231		60.33725	0.14311	0.167
								0.1035718693632	-0.214155003593443	0.857042512577049	11.9708180186668				11.9708180186668	0.857042512577049		60.37364	0.14313	0.16685
								0.1035842553648	-0.214178891735391	0.857126121073867	11.9693866180103				11.9693866180103	0.857126121073867		60.41008	0.14314	0.16671
								0.1035966413664	-0.214202779877339	0.857209729570685	11.96795555963				11.96795555963	0.857209729570685		60.44655	0.14316	0.16656
								0.103609027368	-0.214226668019286	0.857293338067502	11.9665248434031				11.9665248434031	0.857293338067502		60.48308	0.14318	0.16642
								0.1036214133696	-0.214250556161234	0.85737694656432	11.9650944692069				11.9650944692069	0.85737694656432		60.51965	0.14319	0.16627
								0.1036337993712	-0.214274444303182	0.857460555061138	11.9636644369188				11.9636644369188	0.857460555061138		60.55626	0.14321	0.16613
								0.1036461853728	-0.21429833244513	0.857544163557956	11.9622347464162				11.9622347464162	0.857544163557956		60.59291	0.14323	0.16598
								0.1036585713744	-0.214322220587078	0.857627772054773	11.9608053975766				11.9608053975766	0.857627772054773		60.62961	0.14324	0.16584
								0.103670957376	-0.214346108729026	0.857711380551591	11.9593763902775				11.9593763902775	0.857711380551591		60.66636	0.14326	0.16569
								0.1036833433776	-0.214369996870974	0.857794989048409	11.9579477243966				11.9579477243966	0.857794989048409		60.70315	0.14328	0.16555
								0.1036957293792	-0.214393885012922	0.857878597545227	11.9565193998114				11.9565193998114	0.857878597545227		60.73998	0.14329	0.16541
								0.1037081153808	-0.21441777315487	0.857962206042044	11.9550914163998				11.9550914163998	0.857962206042044		60.77686	0.14331	0.16526
								0.1037205013824	-0.214441661296818	0.858045814538862	11.9536637740394				11.9536637740394	0.858045814538862		60.81379	0.14332	0.16512
								0.103732887384	-0.214465549438766	0.85812942303568	11.9522364726082				11.9522364726082	0.85812942303568		60.85075	0.14334	0.16497
								0.1037452733856	-0.214489437580714	0.858213031532498	11.9508095119839				11.9508095119839	0.858213031532498		60.88777	0.14336	0.16483
								0.1037576593872	-0.214513325722662	0.858296640029315	11.9493828920446				11.9493828920446	0.858296640029315		60.92483	0.14337	0.16468
								0.1037700453888	-0.21453721386461	0.858380248526133	11.9479566126683				11.9479566126683	0.858380248526133		60.96193	0.14339	0.16454
								0.1037824313904	-0.214561102006557	0.858463857022951	11.946530673733				11.946530673733	0.858463857022951		60.99908	0.14341	0.16439
								0.103794817392	-0.214584990148505	0.858547465519769	11.9451050751168				11.9451050751168	0.858547465519769		61.03627	0.14342	0.16425
								0.1038072033936	-0.214608878290453	0.858631074016586	11.943679816698				11.943679816698	0.858631074016586		61.07351	0.14344	0.1641
								0.1038195893952	-0.214632766432401	0.858714682513404	11.9422548983547				11.9422548983547	0.858714682513404		61.1108	0.14346	0.16396
								0.1038319753968	-0.214656654574349	0.858798291010222	11.9408303199653				11.9408303199653	0.858798291010222		61.14813	0.14347	0.16381
								0.1038443613984	-0.214680542716297	0.85888189950704	11.9394060814081				11.9394060814081	0.85888189950704		61.18551	0.14349	0.16367
								0.1038567474	-0.214704430858245	0.858965508003857	11.9379821825616				11.9379821825616	0.858965508003857		61.22293	0.14351	0.16353
								0.1038691334016	-0.214728319000193	0.859049116500675	11.9365586233042				11.9365586233042	0.859049116500675		61.2604	0.14352	0.16338
								0.1038815194032	-0.214752207142141	0.859132724997493	11.9351354035144				11.9351354035144	0.859132724997493		61.29791	0.14354	0.16324
								0.1038939054048	-0.214776095284089	0.85921633349431	11.9337125230709				11.9337125230709	0.85921633349431		61.33547	0.14359	0.16309
								0.1039062914064	-0.214799983426037	0.859299941991128	11.9322899818522				11.9322899818522	0.859299941991128		61.37308	0.14363	0.16295
								0.103918677408	-0.214823871567985	0.859383550487946	11.9308677797371				11.9308677797371	0.859383550487946		61.41073	0.14367	0.16281
								0.1039310634096	-0.214847759709933	0.859467158984764	11.9294459166043				11.9294459166043	0.859467158984764		61.44843	0.14371	0.16266
								0.1039434494112	-0.214871647851881	0.859550767481582	11.9280243923328				11.9280243923328	0.859550767481582		61.48617	0.14375	0.16252
								0.1039558354128	-0.214895535993828	0.859634375978399	11.9266032068012				11.9266032068012	0.859634375978399		61.52396	0.1438	0.16237
								0.1039682214144	-0.214919424135776	0.859717984475217	11.9251823598886				11.9251823598886	0.859717984475217		61.5618	0.14384	0.16223
								0.103980607416	-0.214943312277724	0.859801592972035	11.923761851474				11.923761851474	0.859801592972035		61.59968	0.14388	0.16209
								0.1039929934176	-0.214967200419672	0.859885201468853	11.9223416814365				11.9223416814365	0.859885201468853		61.63761	0.14392	0.16194
								0.1040053794192	-0.21499108856162	0.85996880996567	11.920921849655				11.920921849655	0.85996880996567		61.67559	0.14397	0.1618
								0.1040177654208	-0.21501602770031	0.860040069250774	11.9195023560088				11.9195023560088	0.860040069250774		61.71361	0.14401	0.16166
